Epos Code,Description,RRP,COST,WEBSITE,TRADE,ENGINEER,MERCHANT,STAFF,AMAZON,EBAY,Brand,RowStatus
FRANKE-133.0007.840,Franke BBX651 CABLE & KNOB - 133.0007.840,58.64,39.09,55.71,49.84,55.71,44.10,43.00,56.68,56.68,Franke,
FRANKE-133.0007.851,Franke Plug Seal ONLY for Basket Strainer Waste **FOR SINKS BEFORE SEPTEMBER 2008** - 133.0007.851,5.30,3.53,7.47,6.35,7.47,4.99,3.89,7.47,7.47,Franke,
FRANKE-133.0007.855,Franke Plug ONLY for Basket Strainer Waste **FOR SINKS BEFORE SEPTEMBER 2008** - 133.0007.855,20.94,13.96,19.89,17.80,19.89,16.45,15.35,20.24,20.24,Franke,
FRANKE-133.0007.856,Franke Pop Up Plunger - 133.0007.856,17.23,11.48,16.36,14.64,16.36,13.73,12.63,16.65,16.65,Franke,
FRANKE-133.0008.411,Franke Basket Strainer Plug - 133.0008.411,21.05,14.03,20.00,17.89,20.00,16.54,15.44,20.35,20.35,Franke,
FRANKE-133.0014.973,Franke 2 Inch Plug With Handle - 133.0014.973,8.64,5.76,10.47,8.90,10.47,7.43,6.33,10.47,10.47,Franke,
FRANKE-133.0019.427,Franke Basket Strainer Plug ONLY - Chrome (black centre) ** FOR SINKS BEFORE 2000** - 133.0019.427,24.84,16.56,23.60,21.11,23.60,19.31,18.21,24.01,24.01,Franke,
FRANKE-133.0019.442,Franke Basket Strainer Plug - 133.0019.442,25.06,16.71,23.81,21.30,23.81,19.48,18.38,24.23,24.23,Franke,
FRANKE-133.0019.443,Franke Complete Waste Kit - 133.0019.443,28.79,19.19,27.35,24.47,27.35,22.21,21.11,27.83,27.83,Franke,
FRANKE-133.0026.896,Franke Franke Tap Brace - 133.0026.896,23.41,15.61,22.24,19.90,22.24,18.27,17.17,22.63,22.63,Franke,
FRANKE-133.0034.366,Franke Fixing Clips Pack - 133.0034.366,7.65,5.10,9.59,8.15,9.59,6.71,5.61,9.59,9.59,Franke,
FRANKE-133.0036.429,Franke Overflow COMPLETE - 133.0036.429,32.78,21.85,31.14,27.86,31.14,25.14,24.04,31.68,31.68,Franke,
FRANKE-133.0036.506,Franke Hygenic Overflow COMPLETE - 133.0036.506,34.08,22.72,32.37,28.96,32.37,26.09,24.99,32.94,32.94,Franke,
FRANKE-133.0036.515,Franke Overflow COMPLETE - 133.0036.515,25.13,16.75,23.87,21.36,23.87,19.53,18.43,24.29,24.29,Franke,
FRANKE-133.0036.530,Franke Overflow COMPLETE - 133.0036.530,25.13,16.75,23.87,21.36,23.87,19.53,18.43,24.29,24.29,Franke,
FRANKE-133.0040.910,Franke Basket Strainer Top - 133.0040.910,13.73,9.15,13.04,11.67,13.04,11.17,10.07,13.27,13.27,Franke,
FRANKE-133.0040.934,Franke WDU Overflow Connector - 133.0040.934,28.11,18.74,26.71,23.90,26.71,21.72,20.62,27.18,27.18,Franke,
FRANKE-133.0040.945,Franke Overflow COMPLETE ** FOR SINKS BEFORE APRIL 2011** - 133.0040.945,27.38,18.25,26.01,23.27,26.01,21.18,20.08,26.46,26.46,Franke,
FRANKE-133.0040.957,Franke Cable and knob - 133.0040.957,37.96,25.31,36.06,32.27,36.06,28.94,27.84,36.70,36.70,Franke,
FRANKE-133.0042.854,Franke Pop Up Plug - 133.0042.854,19.21,12.81,18.25,16.33,18.25,15.19,14.09,18.57,18.57,Franke,
FRANKE-133.0042.946,Franke Waste Disposer Overflow Diverter - 133.0042.946,20.38,13.58,19.36,17.32,19.36,16.04,14.94,19.70,19.70,Franke,
FRANKE-133.0043.294,Franke Tap Hole Stopper (35mm) - 133.0043.294,11.43,7.62,12.98,11.04,12.98,9.48,8.38,12.98,12.98,Franke,
FRANKE-133.0047.663,Franke Plug (2 inch) and Chain - 133.0047.663,13.14,8.76,12.48,11.17,12.48,10.73,9.63,12.70,12.70,Franke,
FRANKE-133.0047.665,Franke Waste and Overflow Set COMPLETE - 133.0047.665,22.05,14.70,20.95,18.74,20.95,17.27,16.17,21.32,21.32,Franke,
FRANKE-133.0049.668,Franke Pop Up Plug ONLY - 133.0049.668,19.94,13.29,18.94,16.95,18.94,15.72,14.62,19.27,19.27,Franke,
FRANKE-133.0049.669,Franke Semi Integrated Basket Strainer Plug - 133.0049.669,21.05,14.03,20.00,17.89,20.00,16.54,15.44,20.35,20.35,Franke,
FRANKE-133.0050.083,Franke Longer Hygenic Overflow - 133.0050.083,34.08,22.72,32.37,28.96,32.37,26.09,24.99,32.94,32.94,Franke,
FRANKE-133.0051.040,Franke Cartridge Locking Ring - 133.0051.040,7.65,5.10,9.59,8.15,9.59,6.71,5.61,9.59,9.59,Franke,
FRANKE-133.0054.646,Franke Valve : COLD - 133.0054.646,29.58,19.72,28.10,25.14,28.10,22.79,21.69,28.59,28.59,Franke,
FRANKE-133.0054.658,Franke Valve : HOT - 133.0054.658,29.58,19.72,28.10,25.14,28.10,22.79,21.69,28.59,28.59,Franke,
FRANKE-133.0055.650,Franke Overflow Cover Plate - 133.0055.650,10.06,6.71,11.76,9.99,11.76,8.48,7.38,11.76,11.76,Franke,
FRANKE-133.0056.076,Franke Spout - 133.0056.076,94.86,63.24,90.12,80.63,90.12,70.67,69.57,91.70,91.70,Franke,
FRANKE-133.0056.077,Franke Lever - 133.0056.077,43.13,28.75,40.97,36.66,40.97,32.73,31.63,41.69,41.69,Franke,
FRANKE-133.0056.080,Franke Fixing Kit - 133.0056.080,26.61,17.74,25.28,22.62,25.28,20.62,19.52,25.73,25.73,Franke,
FRANKE-133.0056.081,Franke Fixing Kit - 133.0056.081,33.83,22.55,32.13,28.75,32.13,25.91,24.81,32.70,32.70,Franke,
FRANKE-133.0060.428,Franke Triangle Support Plate - 133.0060.428,17.61,11.74,16.73,14.97,16.73,14.02,12.92,17.03,17.03,Franke,
FRANKE-133.0060.773,Franke Strainer Plug Seal - 133.0060.773,5.30,3.53,7.47,6.35,7.47,4.99,3.89,7.47,7.47,Franke,
FRANKE-133.0062.060,Franke Fixing Kit - 133.0062.060,12.75,8.50,12.11,10.84,12.11,10.45,9.35,12.33,12.33,Franke,
FRANKE-133.0062.061,Franke Sprayhead : CHROME - 133.0062.061,100.80,67.20,95.76,85.68,95.76,75.02,73.92,97.44,97.44,Franke,
FRANKE-133.0062.356,Franke Cartridge - 133.0062.356,30.68,20.45,29.14,26.07,29.14,23.60,22.50,29.65,29.65,Franke,
FRANKE-133.0062.357,Franke Lever : CHROME - 133.0062.357,62.25,41.50,59.14,52.91,59.14,46.75,45.65,60.18,60.18,Franke,
FRANKE-133.0062.440,Franke Cartridge - 133.0062.440,44.50,29.67,42.28,37.83,42.28,33.73,32.63,43.02,43.02,Franke,
FRANKE-133.0062.447,Franke Aerator : CHROME - 133.0062.447,17.40,11.60,16.53,14.79,16.53,13.86,12.76,16.82,16.82,Franke,
FRANKE-133.0068.760,Franke Antisplash - Screw In (24mm BLACK) - 133.0068.760,9.63,6.42,11.36,9.66,11.36,8.16,7.06,11.36,11.36,Franke,
FRANKE-133.0068.761,Franke Antisplash : CHROME (22mm) - 133.0068.761,11.76,7.84,13.29,11.29,13.29,9.73,8.63,13.29,13.29,Franke,
FRANKE-133.0068.762,Franke Antisplash : SILKSTEEL (22mm) - 133.0068.762,10.80,7.20,12.42,10.56,12.42,9.02,7.92,12.42,12.42,Franke,
FRANKE-133.0068.765,Franke Antisplash & Key - 133.0068.765,11.99,7.99,13.49,11.47,13.49,9.89,8.79,13.49,13.49,Franke,
FRANKE-133.0068.770,Franke Antisplash: Silksteel - 133.0068.770,29.90,19.93,28.41,25.42,28.41,23.03,21.93,28.90,28.90,Franke,
FRANKE-133.0068.773,Franke Antisplash Key - 133.0068.773,16.38,10.92,15.56,13.92,15.56,13.11,12.01,15.83,15.83,Franke,
FRANKE-133.0068.776,Franke Antisplash : CHROME - 133.0068.776,11.76,7.84,13.29,11.29,13.29,9.73,8.63,13.29,13.29,Franke,
FRANKE-133.0068.777,Franke Antisplash (Back) : CHROME - 133.0068.777,11.20,7.47,12.78,10.86,12.78,9.31,8.21,12.78,12.78,Franke,
FRANKE-133.0068.780,Franke Antisplash : CHROME - 133.0068.780,11.76,7.84,13.29,11.29,13.29,9.73,8.63,13.29,13.29,Franke,
FRANKE-133.0068.791,Franke Antisplash : CHROME - 133.0068.791,10.80,7.20,12.42,10.56,12.42,9.02,7.92,12.42,12.42,Franke,
FRANKE-133.0068.792,Franke Antisplash : SILKSTEEL - 133.0068.792,11.76,7.84,13.29,11.29,13.29,9.73,8.63,13.29,13.29,Franke,
FRANKE-133.0068.793,Franke Fixing Kit - 133.0068.793,26.61,17.74,25.28,22.62,25.28,20.62,19.52,25.73,25.73,Franke,
FRANKE-133.0068.794,Franke Fixing Kit - 133.0068.794,26.61,17.74,25.28,22.62,25.28,20.62,19.52,25.73,25.73,Franke,
FRANKE-133.0068.798,Franke Plinth : CHROME - 133.0068.798,24.38,16.25,23.16,20.72,23.16,18.98,17.88,23.56,23.56,Franke,
FRANKE-133.0068.799,Franke Plinth : SILKSTEEL - 133.0068.799,29.63,19.75,28.14,25.18,28.14,22.83,21.73,28.64,28.64,Franke,
FRANKE-133.0068.800,Franke Fixing Kit - 133.0068.800,28.98,19.32,27.53,24.63,27.53,22.35,21.25,28.01,28.01,Franke,
FRANKE-133.0068.801,Franke Fixing Kit - 133.0068.801,26.68,17.78,25.34,22.67,25.34,20.66,19.56,25.79,25.79,Franke,
FRANKE-133.0068.804,Franke Plinth : CHROME - 133.0068.804,17.10,11.40,16.25,14.54,16.25,13.64,12.54,16.53,16.53,Franke,
FRANKE-133.0068.805,Franke Plinth : SILKSTEEL - 133.0068.805,18.20,12.13,17.29,15.47,17.29,14.45,13.35,17.59,17.59,Franke,
FRANKE-133.0068.819,Franke Fixing Kit (BLACK Seating Washer) - 133.0068.819,33.83,22.55,32.13,28.75,32.13,25.91,24.81,32.70,32.70,Franke,
FRANKE-133.0068.833,Franke Plinth : CHROME - 133.0068.833,12.33,8.22,11.71,10.48,11.71,10.14,9.04,11.91,11.91,Franke,
FRANKE-133.0068.834,Franke Plinth : SILKSTEEL - 133.0068.834,12.80,8.53,12.16,10.88,12.16,10.49,9.39,12.37,12.37,Franke,
FRANKE-133.0068.853,Franke Lever : HOT : SILKSTEEL - 133.0068.853,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0068.854,Franke Lever : CHROME - 133.0068.854,63.73,42.48,60.54,54.17,60.54,47.83,46.73,61.60,61.60,Franke,
FRANKE-133.0068.856,Franke Shoulder / Valve Cover: CHROME - 133.0068.856,15.10,10.07,14.35,12.84,14.35,12.17,11.07,14.60,14.60,Franke,
FRANKE-133.0068.858,Franke Shoulder / Valve Cover : SILKSTEEL - 133.0068.858,19.20,12.80,18.24,16.32,18.24,15.18,14.08,18.56,18.56,Franke,
FRANKE-133.0068.875,Franke Handle COLD : CHROME - 133.0068.875,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.876,Franke Handle COLD : BRUSHED NICKEL - 133.0068.876,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0068.877,Franke Handle HOT : CHROME - 133.0068.877,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.878,Franke Handle HOT : BRUSHED NICKEL - 133.0068.878,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0068.879,Franke Handle COLD : CHROME - 133.0068.879,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.880,Franke Handle COLD : SILKSTEEL - 133.0068.880,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0068.881,Franke Handle HOT: CHROME - 133.0068.881,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.882,Franke Handle HOT : SILKSTEEL - 133.0068.882,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0068.883,Franke Handle COLD : CHROME - 133.0068.883,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.884,Franke Handle COLD : SILKSTEEL - 133.0068.884,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0068.885,Franke Handle HOT : CHROME - 133.0068.885,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.886,Franke Handle HOT : SILKSTEEL - 133.0068.886,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0068.887,Franke Handle COLD : CHROME - 133.0068.887,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.888,Franke Handle COLD : SILKSTEEL - 133.0068.888,41.26,27.51,39.20,35.07,39.20,31.36,30.26,39.89,39.89,Franke,
FRANKE-133.0068.889,Franke Handle HOT : CHROME - 133.0068.889,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.890,Franke Handle HOT : SILKSTEEL - 133.0068.890,42.88,28.58,40.73,36.44,40.73,32.54,31.44,41.45,41.45,Franke,
FRANKE-133.0068.895,Franke Lever HOT : CHROME - 133.0068.895,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.896,Franke Lever HOT : SILKSTEEL - 133.0068.896,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0068.940,Franke Handle COLD : CHROME - 133.0068.940,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0068.942,Franke Handle : CHROME - 133.0068.942,53.69,35.79,51.00,45.63,51.00,40.47,39.37,51.90,51.90,Franke,
FRANKE-133.0068.947,Franke Handle : SILKSTEEL - 133.0068.947,44.49,29.66,42.26,37.81,42.26,33.72,32.62,43.00,43.00,Franke,
FRANKE-133.0068.971,Franke Handle HOT : CHROME - 133.0068.971,49.80,33.20,47.31,42.33,47.31,37.62,36.52,48.14,48.14,Franke,
FRANKE-133.0069.131,Franke Indicator : HOT - 133.0069.131,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0069.135,Franke Cold Indicator (white plastic) - 133.0069.135,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0069.144,Franke Indice - 133.0069.144,8.01,5.34,9.91,8.42,9.91,6.98,5.88,9.91,9.91,Franke,
FRANKE-133.0069.151,Franke O - Ring Kit - 133.0069.151,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0069.152,Franke O Ring Kit - 133.0069.152,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0069.154,Franke O Ring Kit - 133.0069.154,7.25,4.83,9.23,7.84,9.23,6.42,5.32,9.23,9.23,Franke,
FRANKE-133.0069.155,Franke O Ring Kit - 133.0069.155,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0069.156,Franke O Ring Kit - 133.0069.156,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0069.157,Franke O Ring Kit + Screw - 133.0069.157,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0069.173,Franke O Ring Kit - 133.0069.173,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0069.176,Franke O-Ring Kit - 133.0069.176,7.59,5.06,9.53,8.10,9.53,6.66,5.56,9.53,9.53,Franke,
FRANKE-133.0069.183,Franke O Ring Kit - 133.0069.183,7.30,4.87,9.27,7.88,9.27,6.45,5.35,9.27,9.27,Franke,
FRANKE-133.0069.184,Franke Copper Tail Pipes - 133.0069.184,27.38,18.25,26.01,23.27,26.01,21.18,20.08,26.46,26.46,Franke,
FRANKE-133.0069.193,Franke Non Return Valve : COLD - 133.0069.193,9.75,6.50,11.48,9.75,11.48,8.25,7.15,11.48,11.48,Franke,
FRANKE-133.0069.194,Franke Non Return Valve : HOT - 133.0069.194,9.75,6.50,11.48,9.75,11.48,8.25,7.15,11.48,11.48,Franke,
FRANKE-133.0069.201,Franke Spout Retaining Screw (3 mm) - 133.0069.201,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0069.203,Franke Allen Key (3mm) - 133.0069.203,7.25,4.83,9.23,7.84,9.23,6.42,5.32,9.23,9.23,Franke,
FRANKE-133.0069.207,Franke Spout Retaining Screw (2.5mm) - 133.0069.207,8.01,5.34,9.91,8.42,9.91,6.98,5.88,9.91,9.91,Franke,
FRANKE-133.0069.209,Franke Handle Retaining Screw - 133.0069.209,7.71,5.14,9.64,8.20,9.64,6.76,5.66,9.64,9.64,Franke,
FRANKE-133.0069.212,Franke Connector Assembly Silksteel - 133.0069.212,30.78,20.52,29.24,26.16,29.24,23.67,22.57,29.75,29.75,Franke,
FRANKE-133.0069.213,Franke Dip Tube - 133.0069.213,4.58,3.05,6.82,5.79,6.82,4.46,3.36,6.82,6.82,Franke,
FRANKE-133.0069.219,Franke Spout : SILKSTEEL - 133.0069.219,90.53,60.35,86.00,76.95,86.00,67.49,66.39,87.51,87.51,Franke,
FRANKE-133.0069.220,Franke Spout : CHROME - 133.0069.220,84.46,56.31,80.24,71.79,80.24,63.04,61.94,81.65,81.65,Franke,
FRANKE-133.0069.221,Franke Spout : SILKSTEEL - 133.0069.221,98.61,65.74,93.68,83.82,93.68,73.42,72.32,95.33,95.33,Franke,
FRANKE-133.0069.224,Franke Spout : CHROME - 133.0069.224,87.81,58.54,83.42,74.64,83.42,65.50,64.40,84.89,84.89,Franke,
FRANKE-133.0069.225,Franke Spout : SILKSTEEL - 133.0069.225,90.53,60.35,86.00,76.95,86.00,67.49,66.39,87.51,87.51,Franke,
FRANKE-133.0069.226,Franke Spout : CHROME - 133.0069.226,80.61,53.74,76.58,68.52,76.58,60.22,59.12,77.93,77.93,Franke,
FRANKE-133.0069.227,Franke Spout: SILKSTEEL - 133.0069.227,90.53,60.35,86.00,76.95,86.00,67.49,66.39,87.51,87.51,Franke,
FRANKE-133.0069.235,Franke Spout : CHROME - 133.0069.235,92.43,61.62,87.80,78.56,87.80,68.88,67.78,89.34,89.34,Franke,
FRANKE-133.0069.236,Franke Spout : SILKSTEEL - 133.0069.236,115.06,76.71,109.31,97.80,109.31,85.48,84.38,111.23,111.23,Franke,
FRANKE-133.0069.238,Franke Spout : SILKSTEEL - 133.0069.238,98.61,65.74,93.68,83.82,93.68,73.42,72.32,95.33,95.33,Franke,
FRANKE-133.0069.239,Franke U Spout : CHROME - 133.0069.239,92.43,61.62,87.80,78.56,87.80,68.88,67.78,89.34,89.34,Franke,
FRANKE-133.0069.240,Franke U Spout : SILKSTEEL - 133.0069.240,104.19,69.46,98.98,88.56,98.98,77.50,76.40,100.71,100.71,Franke,
FRANKE-133.0069.247,Franke Spout : CHROME - 133.0069.247,69.29,46.19,65.82,58.89,65.82,51.91,50.81,66.98,66.98,Franke,
FRANKE-133.0069.255,Franke Spout : CHROME - 133.0069.255,77.58,51.72,73.70,65.94,73.70,57.99,56.89,74.99,74.99,Franke,
FRANKE-133.0069.256,Franke Aerator Complete with Swivel : CHROME (22mm) - 133.0069.256,15.10,10.07,14.35,12.84,14.35,12.17,11.07,14.60,14.60,Franke,
FRANKE-133.0069.265,Franke Spout : SILKSTEEL - 133.0069.265,87.13,58.08,82.77,74.06,82.77,64.99,63.89,84.22,84.22,Franke,
FRANKE-133.0069.266,Franke Aerator Complete with Swivel : SILKSTEEL (22mm) - 133.0069.266,19.89,13.26,18.89,16.90,18.89,15.68,14.58,19.22,19.22,Franke,
FRANKE-133.0069.274,Franke Spout : CHROME - 133.0069.274,83.63,55.75,79.44,71.08,79.44,62.43,61.33,80.84,80.84,Franke,
FRANKE-133.0069.316,Franke Weight For Hose - 133.0069.316,16.90,11.27,16.06,14.37,16.06,13.49,12.39,16.34,16.34,Franke,
FRANKE-133.0069.317,Franke Flexible Hose - 133.0069.317,41.86,27.91,39.77,35.58,39.77,31.80,30.70,40.47,40.47,Franke,
FRANKE-133.0069.318,Franke Pull Out Nozzle : CHROME - 133.0069.318,39.25,26.17,37.29,33.36,37.29,29.88,28.78,37.94,37.94,Franke,
FRANKE-133.0069.319,Franke Pull Out Nozzle : BRUSHED NICKEL - 133.0069.319,48.76,32.51,46.32,41.45,46.32,36.86,35.76,47.14,47.14,Franke,
FRANKE-133.0069.324,Franke Diverter Valve and Tail - 133.0069.324,70.56,47.04,67.03,59.98,67.03,52.85,51.75,68.21,68.21,Franke,
FRANKE-133.0069.326,Franke Flexible Tails (Set of 3) - 133.0069.326,24.69,16.46,23.45,20.98,23.45,19.20,18.10,23.86,23.86,Franke,
FRANKE-133.0069.332,Franke Handspray : CHROME - 133.0069.332,171.68,114.45,163.09,145.92,163.09,127.00,125.90,165.95,165.95,Franke,
FRANKE-133.0069.354,Franke Flexible Hose LONG - 133.0069.354,38.54,25.69,36.61,32.76,36.61,29.36,28.26,37.25,37.25,Franke,
FRANKE-133.0069.360,Franke Cartridge (35mm) - 133.0069.360,29.56,19.71,28.08,25.13,28.08,22.78,21.68,28.58,28.58,Franke,
FRANKE-133.0069.362,Franke Cartridge (40mm) - 133.0069.362,57.81,38.54,54.92,49.14,54.92,43.50,42.40,55.89,55.89,Franke,
FRANKE-133.0069.363,Franke Cartridge - 133.0069.363,29.56,19.71,28.08,25.13,28.08,22.78,21.68,28.58,28.58,Franke,
FRANKE-133.0069.371,Franke Valve (HOT or COLD) - 133.0069.371,18.13,12.08,17.22,15.41,17.22,14.39,13.29,17.52,17.52,Franke,
FRANKE-133.0069.372,Franke Valve Cover : CHROME - 133.0069.372,15.10,10.07,14.35,12.84,14.35,12.17,11.07,14.60,14.60,Franke,
FRANKE-133.0069.373,Franke Valve Cover : SILKSTEEL - 133.0069.373,16.00,10.67,15.20,13.60,15.20,12.83,11.73,15.47,15.47,Franke,
FRANKE-133.0069.376C,Franke Valve : COLD - 133.0069.376C,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0069.376H,Franke Valve : HOT - 133.0069.376H,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0069.377C,Franke Valve : COLD - 133.0069.377C,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0069.377H,Franke Valve : HOT - 133.0069.377H,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0069.379,Franke Valve Cover : CHROME - 133.0069.379,16.81,11.21,15.97,14.29,15.97,13.43,12.33,16.25,16.25,Franke,
FRANKE-133.0069.380,Franke Valve Cover: SILKSTEEL - 133.0069.380,18.50,12.33,17.58,15.73,17.58,14.67,13.57,17.88,17.88,Franke,
FRANKE-133.0069.381,Franke Valve Cover : CHROME - 133.0069.381,13.88,9.25,13.18,11.79,13.18,11.28,10.18,13.41,13.41,Franke,
FRANKE-133.0069.385,Franke Valve Cover : SILKSTEEL - 133.0069.385,18.84,12.56,17.90,16.01,17.90,14.91,13.81,18.21,18.21,Franke,
FRANKE-133.0069.390,Franke Valve Body Bush (HOT or COLD) - 133.0069.390,9.63,6.42,11.36,9.66,11.36,8.16,7.06,11.36,11.36,Franke,
FRANKE-133.0069.391,Franke Valve Body Bush (HOT or COLD) - 133.0069.391,19.20,12.80,18.24,16.32,18.24,15.18,14.08,18.56,18.56,Franke,
FRANKE-133.0069.395,Franke Cartridge Cover : CHROME - 133.0069.395,13.33,8.88,12.66,11.33,12.66,10.87,9.77,12.88,12.88,Franke,
FRANKE-133.0069.968,Franke Compression Valve (HOT OR COLD) - 133.0069.968,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0070.008,Franke Pop Up Plug (Large Bowl) - 133.0070.008,21.05,14.03,20.00,17.89,20.00,16.54,15.44,20.35,20.35,Franke,
FRANKE-133.0070.034,Franke Small VBK Strainer Plug - 133.0070.034,19.21,12.81,18.25,16.33,18.25,15.19,14.09,18.57,18.57,Franke,
FRANKE-133.0071.861,Franke Overflow fixing Bush - 133.0071.861,4.81,3.21,7.03,5.98,7.03,4.63,3.53,7.03,7.03,Franke,
FRANKE-133.0073.777,Franke Valve : HOT - 133.0073.777,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0073.778,Franke Flexi Tails (Hot & Cold) - 133.0073.778,26.08,17.38,24.77,22.16,24.77,20.22,19.12,25.21,25.21,Franke,
FRANKE-133.0073.779,Franke Lever - 133.0073.779,46.71,31.14,44.38,39.71,44.38,35.36,34.26,45.16,45.16,Franke,
FRANKE-133.0073.990,Franke Cartridge Fixing Collar : SILKSTEEL - 133.0073.990,19.20,12.80,18.24,16.32,18.24,15.18,14.08,18.56,18.56,Franke,
FRANKE-133.0074.170,Franke Spout Fixing Nut : CHROME - 133.0074.170,6.68,4.45,8.71,7.40,8.71,6.00,4.90,8.71,8.71,Franke,
FRANKE-133.0074.209,Franke Valve OLD STYLE (24 Splines) : COLD - 133.0074.209,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0074.215,Franke Valve OLD STYLE (24 Splines) : HOT - 133.0074.215,28.45,18.97,27.03,24.18,27.03,21.96,20.86,27.50,27.50,Franke,
FRANKE-133.0074.218,Franke Spout Fixing Nut : SILKSTEEL - 133.0074.218,7.64,5.09,9.57,8.14,9.57,6.70,5.60,9.57,9.57,Franke,
FRANKE-133.0074.396,Franke Handle : CHROME - 133.0074.396,56.38,37.58,53.56,47.92,53.56,42.44,41.34,54.50,54.50,Franke,
FRANKE-133.0074.403,Franke Fixing Kit - 133.0074.403,26.38,17.58,25.06,22.42,25.06,20.44,19.34,25.50,25.50,Franke,
FRANKE-133.0074.412,Franke Hand Shower & Hose Assembly : CHROME - 133.0074.412,213.55,142.37,202.87,181.52,202.87,157.70,156.60,206.43,206.43,Franke,
FRANKE-133.0074.962,Franke Overflow Cover Plate - 133.0074.962,9.60,6.40,11.34,9.64,11.34,8.14,7.04,11.34,11.34,Franke,
FRANKE-133.0074.964,Franke Overflow Cover Plate for SID 611 - 133.0074.964,9.89,6.59,11.60,9.86,11.60,8.35,7.25,11.60,11.60,Franke,
FRANKE-133.0082.416,Franke Perlator Flow Limiter & Pair of Tails (H + C) with non return valves - CHROME - 133.0082.416,47.63,31.75,45.24,40.48,45.24,36.03,34.93,46.04,46.04,Franke,
FRANKE-133.0082.426,Franke Perlator Flow Limiter & Pair of Tails (H + C) with non return valves - SILKSTEEL - 133.0082.426,52.65,35.10,50.02,44.75,50.02,39.71,38.61,50.90,50.90,Franke,
FRANKE-133.0083.978,"Franke Antisplash : CHROME (Plastic, 24mm) - 133.0083.978",9.99,6.66,11.69,9.94,11.69,8.42,7.32,11.69,11.69,Franke,
FRANKE-133.0083.988,Franke Handle Retaining Screw (2mm) - 133.0083.988,8.01,5.34,9.91,8.42,9.91,6.98,5.88,9.91,9.91,Franke,
FRANKE-133.0084.004,Franke Antisplash : SILKSTEEL - 133.0084.004,17.40,11.60,16.53,14.79,16.53,13.86,12.76,16.82,16.82,Franke,
